"Postcode","Division","District","Thana","SubOffice","PostCode"
"3874","Sylhet","Noakhali","Chatkhil","Rezzakpur","3874"
"3881","Sylhet","Noakhali","Chatkhil","Sahapur","3881"
"3882","Sylhet","Noakhali","Chatkhil","Sampara","3882"
"3883","Sylhet","Noakhali","Chatkhil","Shingbahura","3883"
"3875","Sylhet","Noakhali","Chatkhil","Solla","3875"
"3891","Sylhet","Noakhali","Hatiya","Afazia","3891"
"3890","Sylhet","Noakhali","Hatiya","Hatiya","3890"
"3892","Sylhet","Noakhali","Hatiya","Tamoraddi","3892"
"3811","Sylhet","Noakhali","Noakhali Sadar","Chaprashir Hat","3811"
"3812","Sylhet","Noakhali","Noakhali Sadar","Char Jabbar","3812"
"3809","Sylhet","Noakhali","Noakhali Sadar","Charam Tua","3809"
"3803","Sylhet","Noakhali","Noakhali Sadar","Din Monir Hat","3803"
"3807","Sylhet","Noakhali","Noakhali Sadar","Kabirhat","3807"
"3808","Sylhet","Noakhali","Noakhali Sadar","Khalifar Hat","3808"
"3806","Sylhet","Noakhali","Noakhali Sadar","Mriddarhat","3806"
"3801","Sylhet","Noakhali","Noakhali Sadar","Noakhali College","3801"
"3800","Sylhet","Noakhali","Noakhali Sadar","Noakhali Sadar","3800"
"3804","Sylhet","Noakhali","Noakhali Sadar","Pak Kishoreganj","3804"
"3802","Sylhet","Noakhali","Noakhali Sadar","Sonapur","3802"
"3862","Sylhet","Noakhali","Senbag","Beezbag","3862"
"3864","Sylhet","Noakhali","Senbag","Chatarpaia","3864"
"3861","Sylhet","Noakhali","Senbag","Kallyandi","3861"
"3863","Sylhet","Noakhali","Senbag","Kankirhat","3863"
"3860","Sylhet","Noakhali","Senbag","Senbag","3860"
"3865","Sylhet","Noakhali","Senbag","T.P. Lamua","3865"
"4570","Chittagong","Rangamati","Barakal","Barakal","4570"
"4550","Chittagong","Rangamati","Bilaichhari","Bilaichhari","4550"
"4560","Chittagong","Rangamati","Jarachhari","Jarachhari","4560"
"4511","Chittagong","Rangamati","Kalampati","Betbunia","4511"
"4510","Chittagong","Rangamati","Kalampati","Kalampati","4510"
"4531","Chittagong","Rangamati","kaptai","Chandraghona","4531"
"4530","Chittagong","Rangamati","kaptai","Kaptai","4530"
"4533","Chittagong","Rangamati","kaptai","Kaptai Nuton Bazar","4533"
"4532","Chittagong","Rangamati","kaptai","Kaptai Project","4532"
"4580","Chittagong","Rangamati","Longachh","Longachh","4580"
"4590","Chittagong","Rangamati","Marishya","Marishya","4590"
"4520","Chittagong","Rangamati","Naniachhar","Nanichhar","4520"
"4540","Chittagong","Rangamati","Rajsthali","Rajsthali","4540"
"4500","Chittagong","Rangamati","Rangamati Sadar","Rangamati Sadar","4500"
"5270","Rangpur","Dinajpur","Bangla Hili","Bangla Hili","5270"
"5210","Rangpur","Dinajpur","Biral","Biral","5210"
"5266","Rangpur","Dinajpur","Mohakhali","Birampur","5266"
"5220","Rangpur","Dinajpur","Birganj","Birganj","5220"
"5240","Rangpur","Dinajpur","Chirirbandar","Chirirbandar","5240"
"5241","Rangpur","Dinajpur","Chirirbandar","Ranirbandar","5241"
"5201","Rangpur","Dinajpur","Dinajpur Sadar","Dinajpur Rajbari","5201"
"5200","Rangpur","Dinajpur","Dinajpur Sadar","Dinajpur Sadar","5200"
"5230","Rangpur","Dinajpur","Khansama","Khansama","5230"
"5231","Rangpur","Dinajpur","Khansama","Pakarhat","5231"
"5226","Rangpur","Dinajpur","Maharajganj","Maharajganj","5226"
"5281","Rangpur","Dinajpur","Nawabganj","Daudpur","5281"
"5282","Rangpur","Dinajpur","Nawabganj","Gopalpur","5282"
"5280","Rangpur","Dinajpur","Nawabganj","Nawabganj","5280"
"5291","Rangpur","Dinajpur","Ghoraghat","Ghoraghat","5291"
"5290","Rangpur","Dinajpur","Ghoraghat","Osmanpur","5290"
"5250","Rangpur","Dinajpur","Parbatipur","Parbatipur","5250"
"5260","Rangpur","Dinajpur","Phulbari","Phulbari","5260"
"5216","Rangpur","Dinajpur","Setabganj","Setabganj","5216"
"5750","Rangpur","Gaibandha","Bonarpara","Bonarpara","5750"
"5751","Rangpur","Gaibandha","Bonarpara","saghata","5751"
"5700","Rangpur","Gaibandha","Gaibandha Sadar","Gaibandha Sadar","5700"
"5740","Rangpur","Gaibandha","Gobindaganj","Gobindhaganj","5740"
"5741","Rangpur","Gaibandha","Gobindaganj","Mahimaganj","5741"
"5730","Rangpur","Gaibandha","Palashbari","Palashbari","5730"
"5761","Rangpur","Gaibandha","Phulchhari","Bharatkhali","5761"
"5760","Rangpur","Gaibandha","Phulchhari","Phulchhari","5760"
"5711","Rangpur","Gaibandha","Saadullapur","Naldanga","5711"
"5710","Rangpur","Gaibandha","Saadullapur","Saadullapur","5710"
"5721","Rangpur","Gaibandha","Sundarganj","Bamandanga","5721"
"5720","Rangpur","Gaibandha","Sundarganj","Sundarganj","5720"
"5670","Rangpur","Kurigram","Bhurungamari","Bhurungamari","5670"
"5630","Rangpur","Kurigram","Chilmari","Chilmari","5630"
"5631","Rangpur","Kurigram","Chilmari","Jorgachh","5631"
"5600","Rangpur","Kurigram","Kurigram Sadar","Kurigram Sadar","5600"
"5601","Rangpur","Kurigram","Kurigram Sadar","Pandul","5601"
"5680","Rangpur","Kurigram","Kurigram Sadar","Phulbari","5680"
"5660","Rangpur","Kurigram","Nageshwar","Nageshwar","5660"
"5611","Rangpur","Kurigram","Rajarhat","Nazimkhan","5611"
"5650","Rangpur","Kurigram","Rajibpur","Rajibpur","5650"
"5640","Rangpur","Kurigram","Roumari","Roumari","5640"
"5621","Rangpur","Kurigram","Ulipur","Bozra hat","5621"
"5620","Rangpur","Kurigram","Ulipur","Ulipur","5620"
"5510","Rangpur","Lalmonirhat","Aditmari","Aditmari","5510"
"5530","Rangpur","Lalmonirhat","Hatibandha","Hatibandha","5530"
"5502","Rangpur","Lalmonirhat","Lalmonirhat Sadar","Kulaghat SO","5502"
"5500","Rangpur","Lalmonirhat","Lalmonirhat Sadar","Lalmonirhat Sadar","5500"
"5501","Rangpur","Lalmonirhat","Lalmonirhat Sadar","Moghalhat","5501"
"5541","Rangpur","Lalmonirhat","Patgram","Baura","5541"
"5542","Rangpur","Lalmonirhat","Patgram","Burimari","5542"
"5540","Rangpur","Lalmonirhat","Patgram","Patgram","5540"
"5520","Rangpur","Lalmonirhat","Tushbhandar","Tushbhandar","5520"
"5350","Rangpur","Nilphamari","Dimla","Dimla","5350"
"5351","Rangpur","Nilphamari","Dimla","Ghaga Kharibari","5351"
"5341","Rangpur","Nilphamari","Domar","Chilahati","5341"
"5340","Rangpur","Nilphamari","Domar","Domar","5340"
"5330","Rangpur","Nilphamari","Jaldhaka","Jaldhaka","5330"
"5320","Rangpur","Nilphamari","Kishoriganj","Kishoriganj","5320"
"5300","Rangpur","Nilphamari","Nilphamari Sadar","Nilphamari Sadar","5300"
"5301","Rangpur","Nilphamari","Nilphamari Sadar","Nilphamari Sugar Mil","5301"
"5310","Rangpur","Nilphamari","Saidpur","Saidpur","5310"
"5311","Rangpur","Nilphamari","Saidpur","Saidpur Upashahar","5311"
"5010","Rangpur","Panchagarh","Chotto Dab","Chotto Dab","5010"
"4050","Chittagong","Panchagarh","Chotto Dab","Chotto Dab","4050"
"5041","Rangpur","Panchagarh","Chotto Dab","Mirjapur","5041"
"5020","Rangpur","Panchagarh","Dabiganj","Dabiganj","5020"
"5000","Rangpur","Panchagarh","Panchagra Sadar","Panchagar Sadar","5000"
"5030","Rangpur","Panchagarh","Tetulia","Tetulia","5030"
"5420","Rangpur","Rangpur","Taraganj","Taraganj","5420"
"5431","Rangpur","Rangpur","Badarganj","Shyampur","5431"
"5410","Rangpur","Rangpur","Gangachara","Gangachara","5410"
"5441","Rangpur","Rangpur","Kaunia","Haragachh","5441"
"5440","Rangpur","Rangpur","Kaunia","Kaunia","5440"
"5450","Rangpur","Rangpur","Pirgachha","Pirgachha","5450"
"5460","Rangpur","Rangpur","Mithapukur","Mithapukur","5460"
"5470","Rangpur","Rangpur","Pirganj","Pirganj","5470"
"5402","Rangpur","Rangpur","Rangpur Sadar","Alamnagar","5402"
"5403","Rangpur","Rangpur","Rangpur Sadar","Mahiganj","5403"
"5404","Rangpur","Rangpur","Rangpur Sadar","Rangpur Cadet Colleg","5404"
"5405","Rangpur","Rangpur","Rangpur Sadar","Rangpur Carmiecal Col","5405"
"5400","Rangpur","Rangpur","Rangpur Sadar","Rangpur Sadar","5400"
"5401","Rangpur","Rangpur","Rangpur Sadar","Rangpur Upa-Shahar","5401"
"5430","Rangpur","Rangpur","Badarganj","Badarganj","5430"
"5140","Rangpur","Thakurgaon","Baliadangi","Baliadangi","5140"
"5141","Rangpur","Thakurgaon","Baliadangi","Lahiri","5141"
"5130","Rangpur","Thakurgaon","Jibanpur","Jibanpur","5130"
"5110","Rangpur","Thakurgaon","Pirganj","Pirganj","5110"
"5121","Rangpur","Thakurgaon","Rani Sankail","Nekmarad","5121"
"5120","Rangpur","Thakurgaon","Rani Sankail","Rani Sankail","5120"
"5103","Rangpur","Thakurgaon","Thakurgaon Sadar","Ruhia","5103"
"5102","Rangpur","Thakurgaon","Thakurgaon Sadar","Shibganj","5102"
"5101","Rangpur","Thakurgaon","Thakurgaon Sadar","Thakurgaon Road","5101"
"5100","Rangpur","Thakurgaon","Thakurgaon Sadar","Thakurgaon Sadar","5100"
"5890","Rangpur","Bogura","Adamdighi","Adamdighi","5890"
"5892","Rangpur","Bogura","Adamdighi","Nasharatpur","5892"
"5891","Rangpur","Bogura","Adamdighi","Santahar","5891"
"5801","Rangpur","Bogura","Bogura Sadar","Bogura Canttonment","5801"
"5800","Rangpur","Bogura","Bogura Sadar","Bogura Sadar","5800"
"5850","Rangpur","Bogura","Dhunat","Dhunat","5850"
"5851","Rangpur","Bogura","Dhunat","Gosaibari","5851"
"5880","Rangpur","Bogura","Dupchanchia","Dupchanchia","5880"
"5881","Rangpur","Bogura","Dupchachia","Talora","5881"
"5820","Rangpur","Bogura","Gabtoli","-","5820"
"5821","Rangpur","Bogura","Gabtoli","Sukhanpukur","5821"
"5870","Rangpur","Bogura","Kahalu","Kahalu","5870"
"5860","Rangpur","Bogura","Nandigram","Nandigram","5860"
"5831","Rangpur","Bogura","Sariakandi","Chandan Baisha","5831"
"5830","Rangpur","Bogura","Sariakandi","Sariakandi","5830"
"5841","Rangpur","Bogura","Sherpur","Chandaikona","5841"
"5842","Rangpur","Bogura","Sherpur","Palli Unnyan Accadem","5842"
"5840","Rangpur","Bogura","Sherpur","Sherpur","5840"
"5810","Rangpur","Bogura","Shibganj","Shibganj","5810"
"5826","Rangpur","Bogura","Sonatola","Sonatola","5826"
"6330","Rajshahi","Chapai Nawabganj","Bholahat","Bholahat","6330"
"6303","Rajshahi","Chapai Nawabganj","Chapai Nawabganj Sadar","Amnura","6303"
"6300","Rajshahi","Chapai Nawabganj","Chapai Nawabganj Sadar","Chapai Nawabganj Sadar","6300"
"6301","Rajshahi","Chapai Nawabganj","Chapai Nawabganj Sadar","Rajarampur","6301"
"6302","Rajshahi","Chapai Nawabganj","Chapai Nawabganj Sadar","Ramchandrapur","6302"
"6311","Rajshahi","Chapai Nawabganj","Nachol","Mandumala","6311"
"6310","Rajshahi","Chapai Nawabganj","Nachol","Nachol","6310"
"6321","Rajshahi","Chapai Nawabganj","Rohanpur","Gomashtapur","6321"
"6320","Rajshahi","Chapai Nawabganj","Rohanpur","Rohanpur","6320"
"6341","Rajshahi","Chapai Nawabganj","Shibganj U.P.O","Kansart","6341"
"6342","Rajshahi","Chapai Nawabganj","Shibganj U.P.O","Manaksha","6342"
"6340","Rajshahi","Chapai Nawabganj","Shibganj U.P.O","Shibganj U.P.O","6340"
"5940","Rangpur","Joypurhat","Akkelpur","Akklepur","5940"
"5941","Rangpur","Joypurhat","Akkelpur","jamalganj","5941"
"5942","Rangpur","Joypurhat","Akkelpur","Tilakpur","5942"
"5900","Rangpur","Joypurhat","Joypurhat Sadar","Joypurhat Sadar","5900"
"5930","Rangpur","Joypurhat","kalai","kalai","5930"
"5920","Rangpur","Joypurhat","Khetlal","Khetlal","5920"
"5910","Rangpur","Joypurhat","panchbibi","Panchbibi","5910"
"6596","Rajshahi","Naogaon","Ahsanganj","Ahsanganj","6596"
"6597","Rajshahi","Naogaon","Ahsanganj","Bandai","6597"
"6570","Rajshahi","Naogaon","Badalgachhi","Badalgachhi","6570"
"6580","Rajshahi","Naogaon","Dhamuirhat","Dhamuirhat","6580"
"6530","Rajshahi","Naogaon","Mahadebpur","Mahadebpur","6530"
"6500","Rajshahi","Naogaon","Naogaon Sadar","Naogaon Sadar","6500"
"6520","Rajshahi","Naogaon","Niamatpur","Niamatpur","6520"
"6550","Rajshahi","Naogaon","Nitpur","Nitpur","6550"
"6552","Rajshahi","Naogaon","Nitpur","Panguria","6552"
"6551","Rajshahi","Naogaon","Nitpur","Porsa","6551"
"6540","Rajshahi","Naogaon","Patnitala","Patnitala","6540"
"6512","Rajshahi","Naogaon","Prasadpur","Balihar","6512"
"6511","Rajshahi","Naogaon","Prasadpur","Manda","6511"
"6510","Rajshahi","Naogaon","Prasadpur","Prasadpur","6510"
"6591","Rajshahi","Naogaon","Raninagar","Kashimpur","6591"
"6590","Rajshahi","Naogaon","Raninagar","Raninagar","6590"
"6561","Rajshahi","Naogaon","Sapahar","Moduhil","6561"
"6560","Rajshahi","Naogaon","Sapahar","Sapahar","6560"
"6422","Rajshahi","Natore","Gopalpur UPO","Abdulpur","6422"
"6420","Rajshahi","Natore","Gopalpur UPO","Gopalpur U.P.O","6420"
"6421","Rajshahi","Natore","Gopalpur UPO","Lalpur S.O","6421"
"6432","Rajshahi","Natore","Harua","Baraigram","6432"
"6431","Rajshahi","Natore","Harua","Dayarampur","6431"
"6430","Rajshahi","Natore","Harua","Harua","6430"
"6440","Rajshahi","Natore","Hatgurudaspur","Hatgurudaspur","6440"
"6410","Rajshahi","Natore","Laxman","Laxman","6410"
"6402","Rajshahi","Natore","Natore Sadar","Baiddyabal Gharia","6402"
"6401","Rajshahi","Natore","Natore Sadar","Digapatia","6401"
"6403","Rajshahi","Natore","Natore Sadar","Madhnagar","6403"
"6400","Rajshahi","Natore","Natore Sadar","Natore Sadar","6400"
"6450","Rajshahi","Natore","Singra","Singra","6450"
"6650","Rajshahi","Pabna","Banwarinagar","Banwarinagar","6650"
"6680","Rajshahi","Pabna","Bera","Bera","6680"
"6682","Rajshahi","Pabna","Bera","Kashinathpur","6682"
"6681","Rajshahi","Pabna","Bera","Nakalia","6681"
"6683","Rajshahi","Pabna","Bera","Puran Bharenga","6683"
"6640","Rajshahi","Pabna","Bhangura","Bhangura","6640"
"6630","Rajshahi","Pabna","Chatmohar","Chatmohar","6630"
"6610","Rajshahi","Pabna","Atghoria","Atghoria","6610"
"6621","Rajshahi","Pabna","Ishwardi","Dhapari","6621"
"6620","Rajshahi","Pabna","Ishwardi","Ishwardi","6620"
"6622","Rajshahi","Pabna","Ishwardi","Pakshi","6622"
"6623","Rajshahi","Pabna","Ishwardi","Rajapur","6623"
"6602","Rajshahi","Pabna","Pabna Sadar","Hamayetpur","6602"
"6601","Rajshahi","Pabna","Pabna Sadar","Kaliko Cotton Mills","6601"
"6600","Rajshahi","Pabna","Pabna Sadar","Pabna Sadar","6600"
"6670","Rajshahi","Pabna","Sathia","Sathia","6670"
"6661","Rajshahi","Pabna","Sujanagar","Sagarkandi","6661"
"6660","Rajshahi","Pabna","Sujanagar","Sujanagar","6660"
"6281","Rajshahi","Rajshahi","Bagha","Arani","6281"
"6280","Rajshahi","Rajshahi","Bagha","Bagha","6280"
"6250","Rajshahi","Rajshahi","Bagmara","Bhabaniganj","6250"
"6251","Rajshahi","Rajshahi","Bagmara","Taharpur","6251"
"6270","Rajshahi","Rajshahi","Charghat","Charghat","6270"
"6271","Rajshahi","Rajshahi","Charghat","Sarda","6271"
"6240","Rajshahi","Rajshahi","Durgapur","Durgapur","6240"
"6290","Rajshahi","Rajshahi","Godagari","Godagari","6290"
"6291","Rajshahi","Rajshahi","Godagari","Premtoli","6291"
"6220","Rajshahi","Rajshahi","Khod Mohanpur","Khodmohanpur","6220"
"6210","Rajshahi","Rajshahi","Lalitganj","Lalitganj","6210"
"6211","Rajshahi","Rajshahi","Lalitganj","Rajshahi Sugar Mills","6211"
"6212","Rajshahi","Rajshahi","Lalitganj","Shyampur","6212"
"6260","Rajshahi","Rajshahi","Putia","Putia","6260"
"6206","Rajshahi","Rajshahi","Rajshahi Sadar","Binodpur Bazar","6206"
"6100","Rajshahi","Rajshahi","Rajshahi Sadar","Ghuramara","6100"
"6204","Rajshahi","Rajshahi","Rajshahi Sadar","Kazla","6204"
"6202","Rajshahi","Rajshahi","Rajshahi Sadar","Rajshahi Canttonment","6202"
"6201","Rajshahi","Rajshahi","Rajshahi Sadar","Rajshahi Court","6201"
"6000","Rajshahi","Rajshahi","Rajshahi Sadar","Rajshahi Sadar","6000"
"6205","Rajshahi","Rajshahi","Rajshahi Sadar","Rajshahi University","6205"
"6203","Rajshahi","Rajshahi","Rajshahi Sadar","Sapura","6203"
"6230","Rajshahi","Rajshahi","Tanor","Tanor","6230"
"6730","Rajshahi","Sirajganj","Baiddya Jam Toil","Baiddya Jam Toil","6730"
"6740","Rajshahi","Sirajganj","Belkuchi","Belkuchi","6740"
"6751","Rajshahi","Sirajganj","Belkuchi","Enayetpur","6751"
"6742","Rajshahi","Sirajganj","Belkuchi","Rajapur","6742"
"6741","Rajshahi","Sirajganj","Belkuchi","Sohagpur","6741"
"6752","Rajshahi","Sirajganj","Belkuchi","Sthal","6752"
"6720","Rajshahi","Sirajganj","Dhangora","Dhangora","6720"
"6721","Rajshahi","Sirajganj","Dhangora","Malonga","6721"
"6712","Rajshahi","Sirajganj","Kazipur","Gandail","6712"
"6710","Rajshahi","Sirajganj","Kazipur","Kazipur","6710"
"6711","Rajshahi","Sirajganj","Kazipur","Shuvgachha","6711"
"6772","Rajshahi","Sirajganj","Shahjadpur","Jamirta","6772"
"6773","Rajshahi","Sirajganj","Shahjadpur","Kaijuri","6773"
"6771","Rajshahi","Sirajganj","Shahjadpur","Porjana","6771"
"6770","Rajshahi","Sirajganj","Shahjadpur","Shahjadpur","6770"
"6701","Rajshahi","Sirajganj","Sirajganj Sadar","Raipur","6701"
"6702","Rajshahi","Sirajganj","Sirajganj Sadar","Rashidabad","6702"
"6700","Rajshahi","Sirajganj","Sirajganj Sadar","Sirajganj Sadar","6700"
"6780","Rajshahi","Sirajganj","Tarash","Tarash","6780"
"6762","Rajshahi","Sirajganj","Ullapara","Lahiri Mohanpur","6762"
"6763","Rajshahi","Sirajganj","Ullapara","Salap","6763"
"6760","Rajshahi","Sirajganj","Ullapara","Ullapara","6760"
"6761","Rajshahi","Sirajganj","Ullapara","Ullapara R.S","6761"
"8710","Barisal","Barguna","Amtali","Amtali","8710"
"8730","Barisal","Barguna","Bamna","Bamna","8730"
"8700","Barisal","Barguna","Barguna Sadar","Barguna Sadar","8700"
"8701","Barisal","Barguna","Barguna Sadar","Nali Bandar","8701"
"8740","Barisal","Barguna","Betagi","Betagi","8740"
"8741","Barisal","Barguna","Betagi","Darul Ulam","8741"
"8721","Barisal","Barguna","Patharghata","Kakchira","8721"
"8720","Barisal","Barguna","Patharghata","Patharghata","8720"
"8240","Barisal","Barishal","Agailzhara","Agailzhara","8240"
"8241","Barisal","Barishal","Agailzhara","Gaila","8241"
"8242","Barisal","Barishal","Agailzhara","Paisarhat","8242"
"8210","Barisal","Barishal","Babuganj","Babuganj","8210"
"8216","Barisal","Barishal","Babuganj","Barishal Cadet","8216"
"8212","Barisal","Barishal","Babuganj","Chandpasha","8212"
"8213","Barisal","Barishal","Babuganj","Madhabpasha","8213"
"8215","Barisal","Barishal","Babuganj","Nizamuddin College","8215"
"8211","Barisal","Barishal","Babuganj","Rahamatpur","8211"
"8214","Barisal","Barishal","Babuganj","Thakur Mallik","8214"
"8260","Barisal","Barishal","Barajalia","Barajalia","8260"
"8261","Barisal","Barishal","Barajalia","Osman Manjil","8261"
"8200","Barisal","Barishal","Barishal Sadar","Chandramohon","8200"
"8201","Barisal","Barishal","Barishal Sadar","Bukhainagar","8201"
"8206","Barisal","Barishal","Barishal Sadar","Jaguarhat","8206"
"8205","Barisal","Barishal","Barishal Sadar","Kashipur","8205"
"8204","Barisal","Barishal","Barishal Sadar","Patang","8204"
"8202","Barisal","Barishal","Barishal Sadar","Saheberhat","8202"
"8203","Barisal","Barishal","Barishal Sadar","Sugandia","8203"
"8233","Barisal","Barishal","Gouranadi","Batajor","8233"
"8230","Barisal","Barishal","Gouranadi","Gouranadi","8230"
"8232","Barisal","Barishal","Gouranadi","Kashemabad","8232"
"8231","Barisal","Barishal","Gouranadi","Tarki Bandar","8231"
"8274","Barisal","Barishal","Mahendiganj","Langutia","8274"
"8271","Barisal","Barishal","Mahendiganj","Laskarpur","8271"
"8270","Barisal","Barishal","Mahendiganj","Mahendiganj","8270"
"8273","Barisal","Barishal","Mahendiganj","Nalgora","8273"
"8272","Barisal","Barishal","Mahendiganj","Ulania","8272"
"8252","Barisal","Barishal","Muladi","Charkalekhan","8252"
"8251","Barisal","Barishal","Muladi","Kazirchar","8251"
"8250","Barisal","Barishal","Muladi","Muladi","8250"
"8281","Barisal","Barishal","Bakerganj","Charamandi","8281"
"8284","Barisal","Barishal","Bakerganj","kalaskati","8284"
"8282","Barisal","Barishal","Bakerganj","Padri Shibpur","8282"
"8280","Barisal","Barishal","Bakerganj","Luxmibardhan","8280"
"8283","Barisal","Barishal","Bakerganj","Shialguni","8283"
"8223","Barisal","Barishal","Uzirpur","Dakuarhat","8223"
"8221","Barisal","Barishal","Uzirpur","Dhamura","8221"
"8222","Barisal","Barishal","Uzirpur","Jugirkanda","8222"
"8224","Barisal","Barishal","Uzirpur","Shikarpur","8224"
"8220","Barisal","Barishal","Uzirpur","Uzirpur","8220"
"8300","Barisal","Bhola","Bhola Sadar","Bhola Sadar","8300"
"8301","Barisal","Bhola","Bhola Sadar","Joynagar","8301"
"8320","Barisal","Bhola","Borhanuddin UPO","Borhanuddin UPO","8320"
"8321","Barisal","Bhola","Borhanuddin UPO","Mirzakalu","8321"
"8340","Barisal","Bhola","Charfashion","Charfashion","8340"
"8341","Barisal","Bhola","Charfashion","Dularhat","8341"
"8342","Barisal","Bhola","Charfashion","Keramatganj","8342"
"8310","Barisal","Bhola","Doulatkhan","Doulatkhan","8310"
"8311","Barisal","Bhola","Doulatkhan","Hajipur","8311"
"8360","Barisal","Bhola","Hajirhat","Hajirhat","8360"
"8350","Barisal","Bhola","Hatshoshiganj","Hatshoshiganj","8350"
"8331","Barisal","Bhola","Lalmohan UPO","Daurihat","8331"
"8332","Barisal","Bhola","Lalmohan UPO","Gazaria","8332"
"8330","Barisal","Bhola","Lalmohan UPO","Lalmohan UPO","8330"
"8402","Barisal","Jhalokati","Jhalokati Sadar","Baukathi","8402"
"8403","Barisal","Jhalokati","Jhalokati Sadar","Gabha","8403"
"8400","Barisal","Jhalokati","Jhalokati Sadar","Jhalokati Sadar","8400"
"8401","Barisal","Jhalokati","Jhalokati Sadar","Nabagram","8401"
"8404","Barisal","Jhalokati","Jhalokati Sadar","Shekherhat","8404"
"8431","Barisal","Jhalokati","Kathalia","Amua","8431"
"8430","Barisal","Jhalokati","Kathalia","Kathalia","8430"
"8432","Barisal","Jhalokati","Kathalia","Niamatee","8432"
"8433","Barisal","Jhalokati","Kathalia","Shoulajalia","8433"
"8421","Barisal","Jhalokati","Nalchhiti","Beerkathi","8421"
"8420","Barisal","Jhalokati","Nalchhiti","Nalchhiti","8420"
"8410","Barisal","Jhalokati","Rajapur","Rajapur","8410"
"8621","Barisal","Patuakhali","Bauphal","Bagabandar","8621"
"8620","Barisal","Patuakhali","Bauphal","Bauphal","8620"
"8622","Barisal","Patuakhali","Bauphal","Birpasha","8622"
"8624","Barisal","Patuakhali","Bauphal","Kalaia","8624"
"8623","Barisal","Patuakhali","Bauphal","Kalishari","8623"
"8630","Barisal","Patuakhali","Dashmina","Dashmina","8630"
"8640","Barisal","Patuakhali","Galachipa","Galachipa","8640"
"8641","Barisal","Patuakhali","Galachipa","Gazipur Bandar","8641"
"8650","Barisal","Patuakhali","Khepupara","Khepupara","8650"
"8651","Barisal","Patuakhali","Khepupara","Mahipur","8651"
"8602","Barisal","Patuakhali","Patuakhali Sadar","Dumkee","8602"
"8601","Barisal","Patuakhali","Patuakhali Sadar","Moukaran","8601"
"8600","Barisal","Patuakhali","Patuakhali Sadar","Patuakhali Sadar","8600"
"8603","Barisal","Patuakhali","Patuakhali Sadar","Rahimabad","8603"
"8610","Barisal","Patuakhali","Subidkhali","Subidkhali","8610"
"8530","Barisal","Pirojpur","Banaripara","Banaripara","8530"
"8531","Barisal","Pirojpur","Banaripara","Chakhar","8531"
"8550","Barisal","Pirojpur","Bhandaria","Bhandaria","8550"
"8552","Barisal","Pirojpur","Bhandaria","Dhaoa","8552"
"8551","Barisal","Pirojpur","Bhandaria","Kanudashkathi","8551"
"8513","Barisal","Pirojpur","kaukhali","Jolagati","8513"
"8512","Barisal","Pirojpur","kaukhali","Joykul","8512"
"8510","Barisal","Pirojpur","kaukhali","Kaukhali","8510"
"8511","Barisal","Pirojpur","kaukhali","Keundia","8511"
"8565","Barisal","Pirojpur","Mathbaria","Betmor Natun Hat","8565"
"8563","Barisal","Pirojpur","Mathbaria","Gulishakhali","8563"
"8562","Barisal","Pirojpur","Mathbaria","Halta","8562"
"8560","Barisal","Pirojpur","Mathbaria","Mathbaria","8560"
"8566","Barisal","Pirojpur","Mathbaria","Shilarganj","8566"
"8564","Barisal","Pirojpur","Mathbaria","Tiarkhali","8564"
"8561","Barisal","Pirojpur","Mathbaria","Tushkhali","8561"
"8540","Barisal","Pirojpur","Nazirpur","Nazirpur","8540"
"8541","Barisal","Pirojpur","Nazirpur","Sriramkathi","8541"
"8501","Barisal","Pirojpur","Pirojpur Sadar","Hularhat","8501"
"8502","Barisal","Pirojpur","Pirojpur Sadar","Parerhat","8502"
"8500","Barisal","Pirojpur","Pirojpur Sadar","Pirojpur Sadar","8500"
"8521","Barisal","Pirojpur","Swarupkathi","Darus Sunnat","8521"
"8523","Barisal","Pirojpur","Swarupkathi","Jalabari","8523"
"8522","Barisal","Pirojpur","Swarupkathi","Kaurikhara","8522"
"8520","Barisal","Pirojpur","Swarupkathi","Swarupkathi","8520"
"9300","Khulna","Bagerhat","Bagerhat Sadar","Bagerhat Sadar","9300"
"9301","Khulna","Bagerhat","Bagerhat Sadar","P.C College","9301"
"9302","Khulna","Bagerhat","Bagerhat Sadar","Rangdia","9302"
"9350","Khulna","Bagerhat","Chalna Ankorage","Chalna Ankorage","9350"
"9351","Khulna","Bagerhat","Chalna Ankorage","Mongla Port","9351"
"9361","Khulna","Bagerhat","Chitalmari","Barabaria","9361"
"9360","Khulna","Bagerhat","Chitalmari","Chitalmari","9360"
"9372","Khulna","Bagerhat","Fakirhat","Bhanganpar Bazar","9372"
"9370","Khulna","Bagerhat","Fakirhat","Fakirhat","9370"
"9371","Khulna","Bagerhat","Fakirhat","Mansa","9371"
"9310","Khulna","Bagerhat","Kachua UPO","Kachua","9310"
"9311","Khulna","Bagerhat","Kachua UPO","Sonarkola","9311"
"9383","Khulna","Bagerhat","Mollahat","Charkulia","9383"
"9382","Khulna","Bagerhat","Mollahat","Dariala","9382"
"9381","Khulna","Bagerhat","Mollahat","Kahalpur","9381"
"9380","Khulna","Bagerhat","Mollahat","Mollahat","9380"
"9384","Khulna","Bagerhat","Mollahat","Nagarkandi","9384"
"9385","Khulna","Bagerhat","Mollahat","Pak Gangni","9385"
"9320","Khulna","Bagerhat","Morelganj","Morelganj","9320"
