postcode,division,district,thana,suboffice,postcode_num
7010,Khulna,Kushtia,Kumarkhali,Kumarkhali,7010
7011,Khulna,Kushtia,Kumarkhali,Panti,7011
7003,Khulna,Kushtia,Kushtia Sadar,Islami University,7003
7002,Khulna,Kushtia,Kushtia Sadar,Jagati,7002
7001,Khulna,Kushtia,Kushtia Sadar,Kushtia Mohini,7001
7000,Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,7000
7032,Khulna,Kushtia,Mirpur,Amla Sadarpur,7032
7030,Khulna,Kushtia,Mirpur,Mirpur,7030
7031,Khulna,Kushtia,Mirpur,Poradaha,7031
7052,Khulna,Kushtia,Rafayetpur,Khasmathurapur,7052
7050,Khulna,Kushtia,Rafayetpur,Doulatpur,7050
7051,Khulna,Kushtia,Rafayetpur,Taragunia,7051
7620,Khulna,Magura,Arpara,Arpara,7620
7600,Khulna,Magura,Magura Sadar,Magura Sadar,7600
7631,Khulna,Magura,Mohammadpur,Binodpur,7631
7630,Khulna,Magura,Mohammadpur,Mohammadpur,7630
7632,Khulna,Magura,Mohammadpur,Nahata,7632
7611,Khulna,Magura,Sreepur,Langalbadh,7611
7612,Khulna,Magura,Sreepur,Nachol,7612
7610,Khulna,Magura,Sreepur,Tengra,7610
7110,Khulna,Meherpur,Gangni,Gangni,7110
7101,Khulna,Meherpur,Meherpur Sadar,Amjhupi,7101
7152,Khulna,Meherpur,Meherpur Sadar,Amjhupi,7152
7100,Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,7100
7102,Khulna,Meherpur,Meherpur Sadar,Mujib Nagar Complex,7102
7520,Khulna,Narail,Kalia,Kalia,7520
7514,Khulna,Narail,Laxmipasha,Baradia,7514
7512,Khulna,Narail,Laxmipasha,Itna,7512
7510,Khulna,Narail,Laxmipasha,Laxmipasha,7510
7511,Khulna,Narail,Laxmipasha,Lohagora,7511
7513,Khulna,Narail,Laxmipasha,Naldi,7513
7521,Khulna,Narail,Kalia,Mohajan,7521
7500,Khulna,Narail,Narail Sadar,Narail Sadar,7500
7501,Khulna,Narail,Narail Sadar,Ratanganj,7501
9460,Khulna,Satkhira,Ashashuni,Ashashuni,9460
9461,Khulna,Satkhira,Ashashuni,Baradal,9461
9430,Khulna,Satkhira,Debbhata,Debbhata,9430
9431,Khulna,Satkhira,Debbhata,Gurugram,9431
9415,Khulna,Satkhira,kalaroa,Chandanpur,9415
9413,Khulna,Satkhira,kalaroa,Hamidpur,9413
9412,Khulna,Satkhira,kalaroa,Jhaudanga,9412
9410,Khulna,Satkhira,kalaroa,Murarikati,9410
9414,Khulna,Satkhira,kalaroa,Khordo,9414
9440,Khulna,Satkhira,Kaliganj,Kaliganj,9440
9441,Khulna,Satkhira,Kaliganj,Nalta Mubaroknagar,9441
9442,Khulna,Satkhira,Kaliganj,Ratanpur,9442
9453,Khulna,Satkhira,Nakipur,Buri Goalini,9453
9454,Khulna,Satkhira,Nakipur,Gabura,9454
9455,Khulna,Satkhira,Nakipur,Habinagar,9455
9450,Khulna,Satkhira,Nakipur,Nakipur,9450
9452,Khulna,Satkhira,Nakipur,Naobeki,9452
9451,Khulna,Satkhira,Nakipur,Noornagar,9451
9403,Khulna,Satkhira,Satkhira Sadar,Budhhat,9403
9402,Khulna,Satkhira,Satkhira Sadar,Gunakar kati,9402
9401,Khulna,Satkhira,Satkhira Sadar,Satkhira Islamia Acc,9401
9400,Khulna,Satkhira,Satkhira Sadar,Satkhira Sadar,9400
9421,Khulna,Satkhira,Taala,Patkelghata,9421
9420,Khulna,Satkhira,Taala,Taala,9420
1360,Dhaka,Dhaka,Demra,Demra,1360
1362,Dhaka,Dhaka,Demra,Matuail,1362
1361,Dhaka,Dhaka,Demra,Sarulia,1361
1351,Dhaka,Dhaka,Dhamrai,Kamalpur,1351
1330,Dhaka,Dhaka,Joypara,Joypara,1330
2031,Mymensingh,Jamalpur,Dewangonj,Dewangonj S. Mills,2031
4600,Chittagong,Bandarban,Bandarban Sadar,Bandarban Sadar,4600
9411,Khulna,Satkhira,kalaroa,Murarikathi,9411
5610,Rangpur,Kurigram,Rajarhat,Rajarhat,5610
5040,Rangpur,Panchagarh,Chotto Dab,Chotto Dab,5040
